Updated on:,F2,F3,2022-11-28,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,Contact:,Food & Trade Statistics Branch - Tel 020 8026 3006  Email: familyfood@defra.gov.uk,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61
120,,,Other tinned or bottled fish,,g,12.0283885415108,11.765444842392,14.1020954051142,12.2682957118027,10.4663920607733,11.2765946300497,12.1755032350239,12.8391850659132,13.8659327168454,14.887532340064,13.7550731024648,15.3220989695262,17.2889924387291,20.2229431918587,19.7508158101246,23.0882593061341,24.1867546586048,22.5865465119768,24.1885310562391,23.0576092828985,23.1513468207099,23.0228406066503,24.381214906917,23.4809624618413,24.0652794477215,26.7765585867309,26.5565261454465,29.274024679517328,29.167197643865549,28.347911618189816,29.888457138773656,32.590521036132351,30.833890539849143,30.32973063278104,28.0838278802939,27.226306959630495,25.071169056832822,25.029846915486999,24.5567990492145,23.4997673330897,24.1294140078198,24.0520404489285,24.5662632770099,24.259969026126,22.5225175499873,24.2618155538193,27.4513268911487,24.4887698903722,ü,8.7301623187590369,-10.792035709325779,,,,üü
121,,,Ready meals and other fish products - frozen or not frozen,,g,23.0131799685404,22.5629942485066,25.4251061761881,25.2159174834729,24.023064740059,26.337200651889,27.4923323591586,27.8596721137851,33.1477276333717,30.9910063969943,32.3774058285411,33.0928627578567,32.9543912660685,31.5624018333561,32.503766151179,33.9554094495626,32.9716621229757,30.0048926782254,31.2374016540674,35.6418777931592,34.549985897749,29.9512225225243,28.7454320516401,27.5429513818008,28.1618147688732,25.9918657822804,28.4006883021431,35.555283503655488,37.725630333614482,43.433951273127256,44.575529898598418,48.875925330395226,50.089537171230951,50.466650988049281,50.7587712857469,49.548455485900362,51.267633909636082,53.916314456659762,51.7550807831698,53.5964390412144,48.5308635027827,51.8199721538821,51.4524608015239,50.1289391926086,54.2186670785665,56.5142024317489,58.2129250417038,61.1191625338882,üü,12.727158056693774,4.9924264930896252,yes,k,,üüü
123,,,Takeaway fish meals and fish products,,g,1.96132006519836,2.12879580143252,2.00805834048027,1.61106494343305,2.14656530284535,2.14043629810044,2.04407745444565,2.16393738823791,2.12038222205213,2.17966618734207,2.21982223813171,2.15759788052797,2.35428242454172,2.65240451313489,3.12952609394012,3.26895281172516,3.31056425193149,2.75128826668355,3.22389156134354,4.32850328905175,3.774656014599,10.8157680962285,15.0965705598736,13.6959591233203,15.042626590586,14.2791348575989,13.5569095871391,2.8582478340828721,2.8745118811606138,2.419070767976911,2.4022480596896343,2.9746262732284876,2.7119465759919072,2.3176573942526146,2.16253784164774,2.1486449753529451,2.0663745156690201,2.8852291890848862,2.90049082384428,2.49217867223037,2.87948301702075,3.0815284392712,3.15429761353829,2.30537483397422,3.35747176377091,3.23512500222703,2.51349135227306,3.25742258071091,,-2.979896484598572,29.597524883667276,,,,ü
12304,,,,Takeaway fish products,g,0.402322064656073,0.436676061832311,0.41190940317544,0.330474860191394,0.440321087763149,0.439063856020603,0.419297939373467,0.443884592459058,0.434950199395309,0.447111012788117,0.455348151411633,0.442584180621122,0.482929728111122,0.544082977053311,0.641954070551819,0.670554422917982,0.679090102960306,0.564366823935087,0.661311089506368,0.887898110574719,0.774288413251078,0.92289090641078,1.67009354648259,1.24871571954511,1.23166518870755,1.01594150587445,0.704142994865859,0.82629933045784509,0.65758784050834174,0.78362617288976477,0.69236967582320674,0.85111137763100031,0.70808130991353013,0.59991887830423196,0.643286224513873,0.58832236985766584,0.55414216370163594,0.60941061902554661,0.376403694576735,0.263413047924386,0.395752915547752,0.442035769103781,0.513718241224312,0.292126790552011,0.561232545284068,0.401429532287211,0.523632588515803,0.300065757040193,û,-46.534505248922294,-42.695362431374534,,,," "
12305,,,,Takeaway fish based meals,g,1.55899800054228,1.69211973960021,1.59614893730483,1.28059008324165,1.7062442150822,1.70137244207984,1.62477951507218,1.72005279577885,1.68543202265682,1.73255517455395,1.76447408672008,1.71501369990685,1.8713526964306,2.10832153608158,2.4875720233883,2.59839838880718,2.63147414897118,2.18692144274846,2.56258047183718,3.44060517847704,3.00036760134793,9.89287718981768,13.4264770133911,12.4472434037752,13.8109614018784,13.2631933517244,12.8527665922732,2.0319485036250269,2.2169240406522714,1.6354445950871475,1.7098783838664284,2.1235148955974883,2.0038652660783756,1.717738515948382,1.51925161713387,1.5603226054952788,1.5122323519673848,2.2758185700593394,2.52408712926755,2.22876562430598,2.483730101473,2.63949267016742,2.64057937231398,2.0132480434222,2.79623921848684,2.83369546993982,1.98985876375726,2.95735682367072,,5.761939254648814,48.62144376953789,,,,ü
129129,,Eggs,,,no.,3.73920762373547,3.79323629377486,3.74942897870214,3.66280362535194,3.63398705617154,3.55163450776894,3.37970432489848,3.36635852965971,3.21560320641592,3.23460922132291,2.94231671451813,2.88088838655552,2.75310596932192,2.6389124155547,2.44785794915101,2.09617460288592,2.01899083026761,2.06452158441268,1.90724174409485,1.75399293495869,1.70066473396081,1.6910646857717,1.7214087610859,1.6352666700639,1.59070576603162,1.53826851729504,1.61111233221481,1.6522320664631707,1.6632784166584016,1.6193263289700237,1.5588691797788445,1.6082404772442549,1.5474084326811608,1.5985160722569003,1.58561679481018,1.6353830861447891,1.6982345662843013,1.7331267281376788,1.77914102219283,1.84947002763448,1.86831089192575,1.88275522357259,1.92912628724246,1.96637026169417,1.98944035138486,2.10729753101967,2.22188195222288,2.10835423944169,üü,5.9772532498423621,-5.1095294539661715,,,,üüü
135148,,Fats,,,g,315.917345244184,315.473329369752,311.852726274666,313.969246374987,319.349200871041,316.939088974415,324.173323957943,320.426256628099,319.486423040368,310.954716716101,299.851042293767,293.200314900074,307.76528786004,294.3665497495,289.716200780921,278.524019798716,264.714044716339,257.09192173756,255.914077999538,239.280402460694,234.945054148955,226.740101484655,235.497403543568,209.899473043597,201.242401433586,192.473771131286,193.049749793891,195.66748949761032,189.5002799039944,185.92263280269103,181.56985301039171,182.93523089173144,183.96658121453271,181.2760793730429,184.361673034516,181.06083945342007,183.47031613075384,169.68755524957609,178.100303802052,170.572727084899,157.585822890009,161.902457484347,162.064049758385,138.849016014625,157.723490288208,160.59016293787,158.11910003508,169.17643275682,üü,7.2614056712063082,6.9930405114159937,,,,üüü
135,,,Butter,,g,147.441753724066,147.494257011613,135.453323205941,122.901699389516,119.215122114348,116.387034206445,106.294985491376,96.8870328910482,83.1165441595964,85.6903989451839,75.2987635489306,74.386717267101,59.4399440758166,56.2000620451401,52.7971998062643,45.9725408802005,42.187031398559,40.4373656482283,37.7163605181071,36.8165840547329,36.1953929081523,33.5528091715181,37.1330781564523,35.9956267443459,36.1901069275501,35.0788497574249,36.7005465606355,40.683826561256133,37.204970790874007,34.803498042598775,35.131822470317566,38.049342668416152,40.079227014127113,41.455690365551511,40.4581131317074,39.008200477139837,39.615011052874387,40.213920006502548,41.2660958013976,42.031317378148,40.473182222347,42.4851798291873,43.7084447198823,35.1377309301725,35.1852438404276,33.4898691762792,32.5782191817092,37.8494780023449,üü,7.5720213109795562,16.180316030273463,,,,üü
138,,,Margarine,,g,78.2219708886303,78.2298684224879,91.2955775073989,104.01461323219,105.800787890829,108.849469932657,114.699931163525,123.042461265073,129.822079744611,122.543823023015,122.47527458129,112.827759415087,123.116511248412,119.3146873008,114.088744286318,104.297978667001,96.0247647993334,94.3457712181263,84.0169051776198,74.4018086389964,45.7963645270973,43.4907508052951,37.8695192483472,26.9781499564241,26.6669968754038,20.483700409537,22.2747567226447,12.533252453714082,12.780483938745119,12.439719597655429,10.819590090817995,19.855752589621392,17.78091587936397,18.715156044595847,21.586112649268,23.727090119763364,23.081723229909095,20.142901264249204,23.754675201764,23.3258143889789,17.6064429742137,17.1198258542472,17.7477397688947,24.8979536968652,31.3249689435426,33.0668356366785,31.0105597921134,33.2581988308685,üü,6.1715301005094014,7.2479795715481137,,,,üü
13801,,,,Soft margarine,g,36.6344230578737,33.6074714932952,47.0313957155336,57.9846883083898,70.8315302292268,75.7257639185551,82.9494992119007,84.4446655054446,91.5210768500762,87.8442839293859,92.8188912169809,86.0191875967817,100.096022880771,99.0040096287992,100.575857106334,96.1362103291106,89.5892046202573,85.2689143398501,78.7067014116807,69.6796646840167,42.184998768924,40.788861775423,30.9955084328752,22.4517153879394,22.8431025355391,17.4234939587818,18.5802894328667,11.72022278306741,11.967194461814907,11.589508721619106,6.4268898139011457,17.770134252971339,15.915097513068115,16.695821024882068,19.553881488781,21.635724918303382,21.36892781343122,17.721844781639671,21.1031994233323,20.872916469473,15.7624924578301,15.2638891314478,15.6873224298644,22.2443154684567,28.916183832,30.6064139522156,29.5148704547958,30.9758217931363,ü,7.1227862331439473,4.9498822655450647,,,,üü
13802,,,,Other margarine,g,41.5875478307566,44.6223969291927,44.2641817918653,46.0299249238006,34.9692576616026,33.1237060141022,31.7504319516246,38.5977957596283,38.3010028945351,34.6995390936291,29.6563833643093,26.8085718183052,23.0204883676412,20.3106776720003,13.5128871799848,8.1617683378908,6.43556017907608,9.07685687827626,5.31020376593909,4.72214395497969,3.61136575817334,2.7018890298721,6.87401081547196,4.52643456848472,3.82389433986463,3.0602064507552,3.69446728977798,0.81302967064667508,0.81328947693021303,0.85021087603631806,4.3927002769168526,2.0856183366500369,1.8658183662958616,2.019335019713778,2.03223116048706,2.0913652014599768,1.7127954164778718,2.4210564826095338,2.65147577843161,2.45289791950593,1.84395051638357,1.85593672279938,2.06041733903031,2.6536382284085,2.40878511154255,2.46042168446285,1.49568933731764,2.28237703773216,,-5.2477937199404243,52.596998640463617,,,," "
139,,,"Lard, cooking fat",,g,58.1250277402318,61.713818919103,58.6432427128081,59.247184142942,60.2393272530006,58.6027510390497,57.2028924195252,56.7044357937761,55.2136480147134,53.7077636936603,47.6754608679001,45.4524636381547,43.0374270627364,36.3111701363498,31.7187978137237,28.1587189606276,25.3449713658589,19.347326266581,18.0906094208409,16.7003222225534,16.2671456760917,14.1381548800594,12.746224634692,9.65964214516154,8.65532935834924,7.58094306180248,7.05836556327368,5.9920842991383756,5.2672737616219729,5.1967355337251488,3.7032429073678577,4.3072551358033628,3.691087437367143,3.0374934048864866,2.98721422166856,3.0701986652324322,2.9851888392570287,2.205680293366147,2.46190230024713,1.72876417841579,1.96762898724894,1.76085991121653,1.77417031234293,1.11046396421525,1.68340304764286,1.39604156695791,1.69651156403791,1.45186066755097,,-13.754423244991788,-14.420821034938188,,,," "
143,,,Vegetable and salad oils,,ml,22.2921060257809,18.9444625354872,17.9143387552396,18.5842785366538,24.4659029668181,21.6194088289722,31.9560113367475,26.9353866406282,30.9871843068315,29.9949306883213,31.4022915514107,31.2291599410056,41.4883387984003,41.6092802883825,43.0222565141861,43.5623694427965,46.4257299060343,46.0795056719149,52.3805309378893,48.7615630084347,52.0259414013564,52.3337711018769,59.1267330248009,51.6959575789751,51.7434204722858,49.2256564667899,50.2059297592478,57.792982544321141,56.107352961576701,54.738917030665775,55.36144249361508,58.000670947915452,58.810014977434761,57.058748554716395,59.8375737031399,60.245641951927837,60.306899526793572,54.134750283451105,60.9630388160497,58.105238026086,51.569148878798,59.1756547038066,58.2739125448506,42.3513425913175,52.7476949430688,59.887298057893,60.3209912331624,60.6031563379292,ü,14.892520712685068,0.46777265923247879,,,,ü
14304,,,,Olive oil,ml,4.45842120515618,3.78889250709744,3.58286775104791,3.71685570733076,4.89318059336362,4.32388176579444,6.39120226734951,5.38707732812565,6.19743686136631,5.99898613766427,6.28045831028214,6.24583198820111,8.29766775968005,8.32185605767649,8.60445130283722,8.7124738885593,9.28514598120687,9.21590113438299,10.4761061875779,9.75231260168694,10.4051882802713,10.4667542203754,11.8253466049602,10.339191515795,10.3486840944572,9.84513129335798,10.0411859518496,8.430481628680413,10.101459641654696,9.5003098354531552,11.178525809010438,11.674654346176306,13.121423580552699,12.331164424436885,13.8231441992254,13.785756431879065,13.793554647340358,14.78288113302534,14.3405035755429,15.6684730360479,13.8938106076938,13.8465956358621,14.5259307017033,12.0213402509819,14.7532953332779,16.8286548451107,16.7663201890959,19.341308104574,ü,31.098223601254045,15.358098177993663,,,,ü
14305,,,,Other vegetable and salad oils,ml,17.8336848206247,15.1555700283898,14.3314710041916,14.8674228293231,19.5727223734545,17.2955270631778,25.564809069398,21.5483093125026,24.7897474454652,23.9959445506571,25.1218332411286,24.9833279528044,33.1906710387202,33.287424230706,34.4178052113489,34.8498955542372,37.1405839248275,36.8636045375319,41.9044247503114,39.0092504067478,41.6207531210851,41.8670168815015,47.3013864198407,41.3567660631801,41.3947363778287,39.3805251734319,40.1647438073982,49.36250091564073,46.005893319922038,45.238607195212602,44.182916684604656,46.326016601739269,45.68859139688211,44.72758413027951,46.0144295039145,46.459885520048772,46.513344879453207,39.351869150425763,46.6225352405068,42.436764990038,37.6753382711042,45.3290590679445,43.7479818431473,30.3300023403356,37.9943996097909,43.0586432127824,43.5546710440666,41.2618482333552,,8.5998164390584364,-5.2642409086079587,,,,ü
148,,,All other fats,,g,9.83648686547534,9.09092248106135,8.54624409327841,9.22147107368533,9.62806064604488,11.4804249672905,14.0195035467692,16.8569400375734,20.3469668146153,19.0178003659201,22.9992517442351,29.3042146387256,40.6830666746751,40.9313499788283,48.0892023604282,56.5324118480899,54.7315472465536,56.8819529327091,63.709671945081,62.6001245359762,84.6602096362575,83.2246155259054,88.6218484792756,85.5700966186901,77.986547799997,80.1046214357317,76.8101511880889,78.665343639180534,78.140198451176531,78.743762598046033,76.553755048272563,62.722209549975069,63.60533590623988,61.008991003292614,59.4926593287317,55.009708239356755,57.481493481919905,52.990303402007129,49.6545916825934,45.3815931132708,45.9694198274014,41.36093718589,40.5597824124143,35.3515248320544,36.7821795135257,32.7501185000616,32.5128182640575,36.0137389181268,üü,-2.0891654751354625,10.767816636614167,,,,üü
14802,,,,Reduced fat spreads,g,0,0,2.56387322798352,2.7664413221056,2.88841819381346,3.44412749018716,4.20585106403076,5.05708201127202,6.10409004438458,5.70534010977604,0,0,11.1884961442603,11.2680323735897,18.887097144555,21.2893596483394,20.0795596612652,21.906073005821,26.1627099985335,26.568909702768,50.7559773845008,48.1139994584493,55.14933205632,56.7370624821757,48.1155042454407,51.2653669977106,49.9427639193709,57.637697829957069,54.575189831255152,57.934829339508802,44.205192861743441,39.446696989495585,43.356309262803506,40.833056503454038,39.9609817477098,35.865225463757149,38.853618113307675,32.976583003649154,30.7860279596876,27.8268547124913,27.4698332772457,25.5426388603119,24.4673819708095,20.6420541484599,21.0788043154458,18.6245232443278,20.2176198441458,23.2350047902229,ü,10.229235218988002,14.924531024609538,,,,üü
14803,,,,Low fat spreads,g,1.48630969259786,1.3376935639116,3.93127228290807,4.24187669389525,4.42890789718064,5.28099548495365,6.44897163151383,7.75419241728377,9.35960473472302,8.74818816832325,12.6849459053014,13.9967999644502,20.4592023260705,20.9524425872236,20.5334306798599,26.0219236971202,26.6557707997958,26.8666109764456,26.9148524477551,27.2484965612292,25.7676652791496,26.7785615572195,26.7352846249438,22.3495818325101,23.3681673230937,22.4337363025959,21.537030152789,14.495981270033361,15.021710107501356,12.808057266260239,23.422013813767922,15.583569040826767,13.311104048955011,12.146283672994864,10.7428422125585,11.713093751130797,10.512576539141444,13.008910241158837,11.7259352732159,10.4202378144057,11.3848234360867,9.4600039810993,9.49649287603166,8.33563436229042,9.17490433309814,6.288358245865,5.50846534369528,5.3520077791107,,-41.666881911743538,-2.8403113176278012,yes,m,,ü
