Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,FileName
The King of Fighters 2000,PS2,2002,Fighting,Playmore,0,0,0.04,0,Fighting
The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0,0,0.04,0,Fighting
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0,Fighting
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0,0,0.04,0,Fighting
Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0,0,0.04,0,Fighting
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0,0,0.04,0,Fighting
Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0,0,Fighting
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0,Fighting
"Saint Seiya: Soldiers' Soul",PS3,2015,Fighting,Namco Bandai Games,0,0,0.04,0,Fighting
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,Fighting
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,Fighting
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,Fighting
Capcom Fighting Evolution,XB,2005,Fighting,Capcom,0.03,0.01,0,0,Fighting
Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0,0,Fighting
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0,0,Fighting
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Marvelous Interactive,0,0,0.04,0,Fighting
Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,Fighting
King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,SNK Playmore,0,0,0.04,0,Fighting
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0,0,0.04,0,Fighting
Phantom Breaker,X360,2011,Fighting,5pb,0.02,0,0.02,0,Fighting
Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,0.02,0.01,0,0,Fighting
Draglade (JP sales),DS,2007,Fighting,505 Games,0,0,0.04,0,Fighting
Zatch Bell! Mamodo Fury,GC,2005,Fighting,Namco Bandai Games,0.03,0.01,0,0,Fighting
"Shonen Jump's One Piece: Grand Adventure",GC,2006,Fighting,Namco Bandai Games,0.03,0.01,0,0,Fighting
Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,SNK,0,0,0.04,0,Fighting
Galaxy Fight,SAT,1994,Fighting,Sunsoft,0,0,0.04,0,Fighting
Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.02,0.01,0,0,Fighting
Fighting Vipers 2,DC,2000,Fighting,Sega,0,0,0.04,0,Fighting
Swords,Wii,N/A,Fighting,Unknown,0.03,0,0,0,Fighting
Zatch Bell! Electric Arena,GBA,2003,Fighting,Banpresto,0.02,0.01,0,0,Fighting
Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009,Fighting,Konami Digital Entertainment,0,0,0.03,0,Fighting
"JoJo's Bizarre Adventure: Eyes of Heaven",PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0,Fighting
Legend of the Dragon,PSP,2007,Fighting,Game Factory,0.03,0,0,0,Fighting
Custom Beat Battle: Draglade 2,DS,2008,Fighting,Namco Bandai Games,0,0,0.03,0,Fighting
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.03,0,Fighting
Pocket Fighter,SAT,1998,Fighting,Capcom,0,0,0.03,0,Fighting
Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube,0.01,0.02,0,0,Fighting
"JoJo's Bizarre Adventure: Eyes of Heaven",PS3,2015,Fighting,Namco Bandai Games,0,0,0.03,0,Fighting
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0,0,0.03,0,Fighting
Suggoi! Arcana Heart 2,PS2,2009,Fighting,AQ Interactive,0,0,0.03,0,Fighting
Far East of Eden Shinden,NG,1995,Fighting,Hudson Soft,0,0,0.03,0,Fighting
Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0,0,0.03,0,Fighting
Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0,0,0.03,0,Fighting
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,0,0,0.03,0,Fighting
Samurai Spirits: Tenkaichi Kenkakuden,PS2,N/A,Fighting,Unknown,0,0,0.03,0,Fighting
Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0,0,Fighting
Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP,0,0,0.03,0,Fighting
"The King of Fighters Portable '94~'98: Chapter of Orochi",PSP,2010,Fighting,SNK Playmore,0,0,0.03,0,Fighting
Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst,0,0,0.03,0,Fighting
The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,0.02,0.01,0,0,Fighting
Tom and Jerry in War of the Whiskers,XB,N/A,Fighting,Unknown,0.02,0.01,0,0,Fighting
Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0,0,0.03,0,Fighting
Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment,0,0,0.03,0,Fighting
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0,0,0.03,0,Fighting
Wrestle Kingdom,PS2,2006,Fighting,"Yuke's",0,0,0.03,0,Fighting
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,0.03,0,Fighting
The King of Fighters: Maximum Impact - Maniax,XB,N/A,Fighting,Unknown,0.02,0.01,0,0,Fighting
War Gods,PS,1996,Fighting,GT Interactive,0.01,0.01,0,0,Fighting
Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,Broccoli,0,0,0.02,0,Fighting
Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,0.02,0.01,0,0,Fighting
Ikki Tousen: Eloquent Fist,PSP,2008,Fighting,Marvelous Interactive,0,0,0.02,0,Fighting
Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0,0,0.02,0,Fighting
Kensei: Sacred Fist,PS,1997,Fighting,Konami Digital Entertainment,0.01,0.01,0,0,Fighting
Street Fighter X Tekken,PC,2012,Fighting,Capcom,0,0.02,0,0,Fighting
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,"Yuke's",0,0,0.02,0,Fighting
Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0,0,0.02,0,Fighting
Samurai Shodown V,XB,2006,Fighting,Ignition Entertainment,0.02,0,0,0,Fighting
"Shonen Jump's One Piece: Grand Adventure",PS2,2005,Fighting,Namco Bandai Games,0.01,0.01,0,0,Fighting
"Jojo's Bizarre Adventure",PS,1999,Fighting,Virgin Interactive,0.01,0.01,0,0,Fighting
Iron Phoenix,XB,2005,Fighting,Sega,0.02,0,0,0,Fighting
Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,0,0,0.02,0,Fighting
The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,0.02,0,0,0,Fighting
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Fighting,Marvelous Interactive,0,0,0.02,0,Fighting
Daikaijuu Battle: Ultra Coliseum,Wii,2008,Fighting,Namco Bandai Games,0,0,0.02,0,Fighting
"Fist of the North Star: Ken's Rage 2",WiiU,2013,Fighting,Tecmo Koei,0,0,0.02,0,Fighting
Digimon Rumble Arena 2,XB,2004,Fighting,Atari,0.01,0,0,0,Fighting
Heroes VS,PSP,2013,Fighting,Namco Bandai Games,0,0,0.02,0,Fighting
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007,Fighting,Marvelous Interactive,0,0,0.02,0,Fighting
The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006,Fighting,Ignition Entertainment,0,0,0.02,0,Fighting
Mai-Otome Hime: Otome Butou Shi,PS2,2006,Fighting,Sunrise Interactive,0,0,0.02,0,Fighting
TMNT: Mutant Melee,XB,2005,Fighting,Konami Digital Entertainment,0.01,0,0,0,Fighting
Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,0.01,0.01,0,0,Fighting
Koihime Enbu,PS4,2016,Fighting,Yeti,0,0,0.02,0,Fighting
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011,Fighting,Konami Digital Entertainment,0,0,0.02,0,Fighting
Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009,Fighting,Broccoli,0,0,0.01,0,Fighting
Blazblue: Continuum Shift Extend,PSP,2012,Fighting,Arc System Works,0,0,0.01,0,Fighting
One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games,0,0,0.01,0,Fighting
Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,0.01,0,0,0,Fighting
Samurai Shodown Anthology (JP sales),PS2,2008,Fighting,Ignition Entertainment,0,0,0.01,0,Fighting
Mortal Kombat: Tournament Edition,GBA,2003,Fighting,Midway Games,0.01,0,0,0,Fighting
BlazBlue: Calamity Trigger,PC,2010,Fighting,PQube,0,0.01,0,0,Fighting
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010,Fighting,SNK Playmore,0,0,0.01,0,Fighting
Rozen Maiden: Gebetgarten,PS2,2007,Fighting,Taito,0,0,0.01,0,Fighting
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007,Fighting,SNK Playmore,0,0,0.01,0,Fighting
K-1 Grand Prix,PS,1999,Fighting,Jaleco,0.01,0.01,0,0,Fighting
Rave Master: Special Attack Force!,GBA,2002,Fighting,Konami Digital Entertainment,0.01,0,0,0,Fighting
Ultraman Fighting Evolution 0,PSP,2006,Fighting,Banpresto,0,0,0.01,0,Fighting
Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006,Fighting,Ignition Entertainment,0,0,0.01,0,Fighting
Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015,Fighting,Nitroplus,0,0,0.01,0,Fighting
Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto,0,0,0.01,0,Fighting
Saint Seiya Omega: Ultimate Cosmo,PSP,2012,Fighting,Namco Bandai Games,0,0,0.01,0,Fighting
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,0,0,0.01,0,Fighting
World Heroes Anthology,PS2,2007,Fighting,Ignition Entertainment,0,0,0.01,0,Fighting
Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007,Fighting,Capcom,0,0,0.01,0,Fighting
Dragon Ball Z for Kinect,X360,2012,Fighting,Namco Bandai Games,0.01,0,0,0,Fighting
Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,0.01,0,0,0,Fighting
Battle Fantasia,PS3,2008,Fighting,505 Games,0,0,0.01,0,Fighting
Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0,0,0.01,0,Fighting
Mortal Kombat: Deadly Alliance,GBA,2002,Fighting,Midway Games,0.01,0,0,0,Fighting
Wii Play,Wii,2006,Misc,Nintendo,14.03,9.2,2.93,2.85,Misc
Kinect Adventures!,X360,2010,Misc,Microsoft Game Studios,14.97,4.94,0.24,1.67,Misc
Brain Age: Train Your Brain in Minutes a Day,DS,2005,Misc,Nintendo,4.75,9.26,4.16,2.05,Misc
Just Dance 3,Wii,2011,Misc,Ubisoft,6.05,3.15,0,1.07,Misc
Just Dance 2,Wii,2010,Misc,Ubisoft,5.84,2.89,0.01,0.78,Misc
Minecraft,X360,2013,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,Misc
Mario Party DS,DS,2007,Misc,Nintendo,4.46,1.88,1.98,0.7,Misc
Wii Party,Wii,2010,Misc,Nintendo,1.79,3.53,2.49,0.68,Misc
Mario Party 8,Wii,2007,Misc,Nintendo,3.81,2.3,1.58,0.73,Misc
Just Dance,Wii,2009,Misc,Ubisoft,3.51,3.03,0,0.73,Misc
Just Dance 4,Wii,2012,Misc,Ubisoft,4.14,2.21,0,0.56,Misc
Big Brain Academy,DS,2005,Misc,Nintendo,1.67,2.78,1.6,0.62,Misc
Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0,0.94,Misc
Pokemon Pinball,GB,1999,Misc,Nintendo,3.02,1.12,1.01,0.16,Misc
Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0,0.68,Misc
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,Misc
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0,0.44,Misc
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,Misc
Nintendo Land,WiiU,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,Misc
Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,Misc
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,Misc
EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,Misc
Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,Misc
Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,Misc
Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,Misc
Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0,0.54,Misc
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,Misc
Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,Misc
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,Misc
Just Dance 2014,Wii,2013,Misc,Ubisoft,1.98,1.47,0,0.32,Misc
Friend Collection,DS,2009,Misc,Nintendo,0,0,3.67,0,Misc
Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.33,0.97,0,0.35,Misc
Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,Misc
Guitar Hero: On Tour,DS,2008,Misc,Activision,2.11,1.01,0.01,0.35,Misc
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,Misc
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0,0.99,2.32,0.02,Misc
Mario Party 9,Wii,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,Misc
Wii Music,Wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,Misc
Dance Central,X360,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,Misc
Rhythm Heaven,DS,2008,Misc,Nintendo,0.58,0.51,1.93,0.14,Misc
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.91,1,1.03,0.17,Misc
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0,0.13,Misc
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0,0.22,Misc
Mario Paint,SNES,1992,Misc,Nintendo,1.43,0.54,0.71,0.07,Misc
Mario Party,N64,1998,Misc,Nintendo,1.25,0.53,0.87,0.05,Misc
Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.64,0,0.25,Misc
Art Academy,DS,2010,Misc,Nintendo,0.28,1.68,0.33,0.28,Misc
Game Party,Wii,2007,Misc,Midway Games,1.5,0.78,0,0.24,Misc
Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,Misc
Rock Band,X360,N/A,Misc,Electronic Arts,1.93,0.34,0,0.21,Misc
Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,Misc
uDraw Studio,Wii,2010,Misc,THQ,1.67,0.58,0,0.2,Misc
Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0,0.22,Misc
Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0,0.1,Misc
Guitar Hero,PS2,2005,Misc,RedOctane,1.67,0.61,0.03,0.07,Misc
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.46,0.02,0.18,Misc
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,1.16,0.91,0,0.3,Misc
Just Dance Kids,Wii,2010,Misc,Ubisoft,1.57,0.56,0,0.19,Misc
Just Dance 2015,Wii,2014,Misc,Ubisoft,1.11,0.98,0,0.2,Misc
"Sonic's Ultimate Genesis Collection",PS3,2009,Misc,Sega,1.34,0.62,0,0.31,Misc
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.07,0.92,0.04,0.24,Misc
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3,Misc
Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,Misc
Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0,0.18,Misc
Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0,0.17,Misc
"Kirby's Pinball Land",GB,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,Misc
Mahjong,NES,1983,Misc,Nintendo,0.01,0,2.13,0,Misc
Rock Band,Wii,N/A,Misc,MTV Games,1.35,0.56,0,0.2,Misc
Wipeout: The Game,Wii,2009,Misc,Mindscape,1.97,0,0,0.12,Misc
Mario Party 5,GC,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,Misc
Carnival Games,DS,2008,Misc,Take-Two Interactive,1.23,0.64,0,0.19,Misc
Sonic Mega Collection,GC,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,Misc
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.42,0.01,0.16,Misc
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.73,1.09,0,0.23,Misc
Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.4,0,0.16,Misc
Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0,0,0,Misc
Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.1,0.56,0,0.27,Misc
Monopoly,Wii,2008,Misc,Electronic Arts,0.87,0.85,0,0.2,Misc
PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,Misc
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.06,0.67,0,0.18,Misc
Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,Misc
Game Party 2,Wii,2008,Misc,Midway Games,1.3,0.44,0,0.17,Misc
High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0,1.33,Misc
SingStar,PS2,2004,Misc,Sony Computer Entertainment,0,1.37,0,0.49,Misc
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.61,0.59,0.55,0.11,Misc
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.83,0.82,0,0.2,Misc
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,1.31,0.49,0,0.03,Misc
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,Misc
Guitar Hero: World Tour,PS2,2008,Misc,Activision,1,0.03,0,0.77,Misc
High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.16,0.45,0,0.16,Misc
Wii Party U,WiiU,2013,Misc,Nintendo,0.31,0.54,0.84,0.08,Misc
2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0,0.03,Misc
The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.19,0.4,0,0.16,Misc
Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.41,0,0.15,Misc
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0,0,1.71,0,Misc
"Jampack Winter '99",PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0,0.11,Misc
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0,0.22,Misc
Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,Misc
Go Vacation,Wii,2011,Misc,Namco Bandai Games,0.48,0.68,0.33,0.16,Misc
Rock Band,PS3,N/A,Misc,Electronic Arts,0.99,0.41,0,0.22,Misc
Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,0,1.18,0,0.43,Misc
Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,0.4,0.99,0,0.22,Misc
Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,0.85,0.58,0,0.16,Misc
Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment,0.88,0.6,0,0.1,Misc
Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0,0.15,Misc
High School Musical 3: Senior Year,DS,2008,Misc,Disney Interactive Studios,0.64,0.76,0,0.17,Misc
Mario Party 7,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,Misc
Pokemon Pinball: Ruby & Sapphire,GBA,2003,Misc,Nintendo,0.68,0.38,0.44,0.05,Misc
Mario Party 10,WiiU,2015,Misc,Nintendo,0.69,0.5,0.24,0.11,Misc
Monopoly,PS,1997,Misc,Hasbro Interactive,1.18,0.27,0,0.05,Misc
Rock Band 2,PS3,2008,Misc,MTV Games,1.13,0.2,0,0.16,Misc
Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,1.08,0.28,0,0.13,Misc
Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment,0,1.1,0,0.39,Misc
Midway Arcade Treasures,PS2,2003,Misc,Midway Games,0.72,0.56,0,0.19,Misc
Smarty Pants,Wii,2007,Misc,Electronic Arts,0.53,0.76,0,0.16,Misc
4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,0,0,1.45,0,Misc
Namco Museum 64,N64,1999,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01,Misc
My Word Coach,DS,2007,Misc,Ubisoft,0.37,0.9,0,0.18,Misc
Hello Kitty Party,DS,2007,Misc,Rising Star Games,0.79,0.53,0,0.13,Misc
SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0,0.32,Misc
Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,1.23,0.07,0.02,0.11,Misc
"Sonic's Ultimate Genesis Collection",X360,2009,Misc,Sega,0.85,0.46,0,0.13,Misc
Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,0.71,0.53,0,0.13,Misc
A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,0.76,0.52,0,0.09,Misc
SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,0.23,0.04,0,1.09,Misc
Namco Museum DS,DS,2007,Misc,Atari,1.18,0.01,0.06,0.09,Misc
SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,0,1.04,0,0.31,Misc
The Beatles: Rock Band,X360,2009,Misc,MTV Games,0.97,0.23,0,0.11,Misc
Deal or No Deal,Wii,2009,Misc,Zoo Games,1.22,0,0,0.09,Misc
High School Musical 3: Senior Year DANCE!,Wii,2008,Misc,Disney Interactive Studios,0.68,0.49,0,0.13,Misc
"SingStar '80s",PS2,2005,Misc,Sony Computer Entertainment,0.27,0.02,0,1.02,Misc
Guitar Hero: Aerosmith,Wii,2008,Misc,Activision,1.04,0.14,0,0.1,Misc
Yakuman,GB,1989,Misc,Nintendo,0,0,1.28,0,Misc
Wheel of Fortune,PS,1998,Misc,Hasbro Interactive,0.99,0.22,0,0.04,Misc
"Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game",PS,2003,Misc,Sony Computer Entertainment,0.69,0.47,0,0.08,Misc
Guitar Hero: Aerosmith,X360,2008,Misc,Activision,1,0.14,0,0.1,Misc
Game & Watch Gallery 2,GB,1997,Misc,Nintendo,0.76,0.3,0.12,0.04,Misc
Game & Watch Gallery 3,GB,1999,Misc,Nintendo,0.79,0.31,0.08,0.04,Misc
Fuzion Frenzy,XB,2001,Misc,Microsoft Game Studios,0.93,0.24,0,0.04,Misc
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,N/A,0.87,0.32,0,0.02,Misc
Just Dance 2016,Wii,2015,Misc,Ubisoft,0.52,0.59,0,0.1,Misc
Disney Sing It,Wii,2008,Misc,Disney Interactive Studios,0.77,0.31,0,0.12,Misc
Just Dance 4,X360,2012,Misc,Ubisoft,0.9,0.2,0,0.08,Misc
SingStar,PS3,2007,Misc,Sony Computer Entertainment,0.45,0.58,0,0.13,Misc
Rocksmith,PS3,2011,Misc,Ubisoft,0.52,0.38,0.09,0.17,Misc
Kaboom!,2600,1980,Misc,Activision,1.07,0.07,0,0.01,Misc
High School Musical 2: Work This Out!,DS,2008,Misc,Disney Interactive Studios,0.5,0.52,0,0.13,Misc
Donkey Konga,GC,2003,Misc,Nintendo,0.5,0.16,0.46,0.03,Misc
Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0,0.11,Misc
"Jampack Winter '98",PS,1998,Misc,Sony Computer Entertainment,0.63,0.43,0,0.07,Misc
The Beatles: Rock Band,PS3,2009,Misc,MTV Games,0.67,0.3,0,0.15,Misc
Rocksmith,X360,2011,Misc,Ubisoft,0.84,0.2,0.01,0.08,Misc
Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0.3,0,0.54,Misc
Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0.04,0,0.15,Misc
Rock Band,PS2,N/A,Misc,Electronic Arts,0.71,0.06,0,0.35,Misc
Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.4,0,0.17,Misc
SingStar Legends,PS2,2006,Misc,Sony Computer Entertainment,0.12,0.75,0,0.23,Misc
SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment,0,0.84,0,0.25,Misc
Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0,0.16,Misc
Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,0,0,1,0.07,Misc
Junior Brain Trainer,DS,2008,Misc,GSP,0.23,0.74,0,0.1,Misc
Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,D3Publisher,0,0,0.99,0.07,Misc
DJ Hero,X360,2009,Misc,Activision,0.56,0.4,0,0.11,Misc
Defender,2600,1980,Misc,Atari,0.99,0.05,0,0.01,Misc
Dance on Broadway,Wii,2010,Misc,Ubisoft,0.27,0.66,0,0.12,Misc
Rock Band 2,Wii,2008,Misc,MTV Games,0.94,0.01,0,0.08,Misc
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.48,0.44,0,0.09,Misc
Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega,0,0,1.01,0,Misc
Game & Watch Gallery,GB,1997,Misc,Nintendo,0.63,0.25,0.09,0.03,Misc
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,0,0,1,0,Misc
